医院,姓名,科室,评分,擅长,简介
中山大学附属第三医院,秦峰,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学附属第五医院,易先平,病理科,3.4,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
中山大学附属第五医院,周传新,儿科,3.4,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
中山大学附属第五医院,洪海裕,耳鼻喉,3.5,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
中山大学附属第五医院,冯韶燕,耳科,4.4,耳科常见病、多发病诊治,主任医师，耳科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,彭晓谋,感染内科,3.6,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
中山大学附属第五医院,黄瑾,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
中山大学附属第五医院,刘晶,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
中山大学附属第五医院,刘德昭,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学附属第五医院,周少朋,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学附属第五医院,张桦,免疫科,3.4,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
中山大学附属第五医院,丛丽,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
中山大学附属第五医院,谢丹红,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
中山大学附属第五医院,彭振超,普通内科,3.4,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,王俊峰,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
中山大学附属第五医院,刘飞,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学附属第五医院,王成,肾病内科,3.4,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,赖人旭,消化内科,3.5,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
中山大学附属第五医院,温盛霖,心理咨询科,3.3,心理咨询科常见病、多发病诊治,主任医师，心理咨询科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,陈剑,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,彭健,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,伍卫,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,简锴陶,心血管外科,3.5,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
中山大学附属第五医院,谭宁,新生儿科,3.3,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。
中山大学附属第五医院,王小华,重症监护室,3.2,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
中山大学附属第一医院,文译辉,耳鼻喉,3.8,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
中山大学附属第一医院,孙来保,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学附属第一医院,周立仁,普通内科,2.9,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第一医院,陈子怡,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
中山大学附属第一医院,林佳平,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学附属第一医院,管向东,重症监护室,3.7,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
中山大学附属口腔医院,陈小华,病理科,3.2,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
中山大学附属口腔医院,余东升,口腔急诊科,3.7,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
中山大学附属口腔医院,夏娟,口腔粘膜科,3.6,口腔粘膜科常见病、多发病诊治,主任医师，口腔粘膜科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属口腔医院,曹阳,正畸科,3.8,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
中山大学附属口腔医院,谭家莉,正畸科,3.8,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
中山大学附属口腔医院,王大为,正畸科,3.8,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
中山大学附属口腔医院,陈卓凡,种植科,3.7,种植科常见病、多发病诊治,主任医师，种植科专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,梁凌毅,角膜科,3.6,角膜科常见病、多发病诊治,主任医师，角膜科专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,甘小亮,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学中山眼科中心,刘泉,屈光,3.9,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,吴君舒,屈光,3.6,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,杨晓,屈光,5.0,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,余克明,屈光,3.6,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
中山大学中山眼科中心,周胜,屈光,3.7,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
中山大学肿瘤防治中心,邵建永,病理科,3.9,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
中山大学肿瘤防治中心,云径平,病理科,3.6,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
中山大学肿瘤防治中心,郭翔,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
中山大学肿瘤防治中心,华贻军,耳鼻喉,4.9,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
中山大学肿瘤防治中心,潘志忠,肛肠科,3.7,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
中山大学肿瘤防治中心,张荣欣,肛肠科,4.3,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
中山大学肿瘤防治中心,操隆辉,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学肿瘤防治中心,曾维安,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学肿瘤防治中心,谢敬敦,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
中山大学肿瘤防治中心,郭琤琤,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学肿瘤防治中心,蒋小兵,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学肿瘤防治中心,赛克,神经外科,4.1,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
中山大学肿瘤防治中心,张蓉,消化内科,3.5,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
中山大学肿瘤防治中心,韩宏裕,营养科,3.3,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。
中山大学肿瘤防治中心,赵擎宇,重症监护室,3.4,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
深圳市妇幼保健院,刘培辉,儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
深圳市妇幼保健院,杨跃萍,儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
深圳市妇幼保健院,赵宏霞,儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
深圳市妇幼保健院,钟巧,儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
深圳市妇幼保健院,刘一心,儿童保健科,3.4,儿童生长发育评估、儿童营养指导、儿童早期发展,主任医师，儿童保健专科，从事儿童保健工作多年。
深圳市妇幼保健院,齐晓非,麻醉科,3.4,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市妇幼保健院,李福平,普通内科,3.2,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市妇幼保健院,姚梦霖,小儿急诊科,3.4,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
深圳市妇幼保健院,张琴,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市妇幼保健院,张晓忠,小儿外科,3.4,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
深圳市妇幼保健院,江雯,心理咨询科,3.0,心理咨询科常见病、多发病诊治,主任医师，心理咨询科专科，从事临床工作多年，具有丰富的临床经验。
深圳市妇幼保健院,文伟,新生儿科,3.3,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。
深圳市人民医院,李晓梅,病理科,3.6,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
深圳市人民医院,王晓玫,病理科,3.4,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
深圳市人民医院,周克英,儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
深圳市人民医院,柯朝阳,耳鼻喉,3.5,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
深圳市人民医院,龚桃根,耳科,3.4,耳科常见病、多发病诊治,主任医师，耳科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,王乐亭,肝病科,3.3,病毒性肝炎、肝硬化、脂肪肝、肝癌,主任医师，肝病专科，从事肝病临床诊治工作多年。
深圳市人民医院,杨桂林,感染内科,3.4,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
深圳市人民医院,王东,肛肠科,3.4,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
深圳市人民医院,龙颖,高压氧科,3.3,高压氧科常见病、多发病诊治,主任医师，高压氧科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,陈荣昌,呼吸与危重症医学科,3.8,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,程涵蓉,呼吸与危重症医学科,3.5,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,程璘令,呼吸与危重症医学科,3.8,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,傅应云,呼吸与危重症医学科,3.5,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,邱晨,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,陶维华,呼吸与危重症医学科,3.5,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,王凌伟,呼吸与危重症医学科,3.5,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,周承志,呼吸与危重症医学科,3.5,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
深圳市人民医院,史菲,急诊科,3.3,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
深圳市人民医院,齐晖,临床检验,3.3,临床检验常见病、多发病诊治,主任医师，临床检验专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,程翔,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,戴中亮,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,刁文波,麻醉科,3.5,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,丁登峰,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,海超,麻醉科,3.5,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,姜远旭,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,李涵葳,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,李亚丽,麻醉科,3.5,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,刘喜成,麻醉科,3.5,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,王萍,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,吴超然,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,阳文杰,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,袁静,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,张雪萍,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,赵雷,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
深圳市人民医院,刘冬舟,免疫科,3.4,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
深圳市人民医院,冯玉,内分泌科,3.5,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,贾黎静,内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,蒋科威,内分泌科,3.4,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,李路,内分泌科,3.5,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,梁真,内分泌科,3.5,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,徐平,内分泌科,3.4,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,薛萌,内分泌科,3.5,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,周仁,内分泌科,3.5,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
深圳市人民医院,梁晓萍,普通内科,3.3,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,熊兵,烧伤科,3.5,烧伤科常见病、多发病诊治,主任医师，烧伤科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,褚晓凡,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
深圳市人民医院,康慧聪,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
深圳市人民医院,罗晓光,神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
深圳市人民医院,蔡坤皓,神经外科,3.4,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,陈东,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,陈洪,神经外科,3.4,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,陈旭东,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,郭伟,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,张波,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
深圳市人民医院,马华林,肾病内科,3.4,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,张欣洲,肾病内科,3.4,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,凌地洋,疼痛科,3.5,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,王凯旋,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
深圳市人民医院,王立生,消化内科,3.5,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
深圳市人民医院,陈怀生,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,陈焕展,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,董少红,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,高虹,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,姜昕,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,李军,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,梁旭,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,刘华东,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,刘启云,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,罗林杰,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,吴盛标,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,熊玮,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,杨纯玉,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,袁杰,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,张华东,心血管内科,3.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,卓上智,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,杨超,心血管外科,3.5,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
深圳市人民医院,郑奇军,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
深圳市人民医院,吴本清,新生儿科,3.5,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。
深圳市人民医院,郭跃华,药剂科,3.2,药剂科常见病、多发病诊治,主任医师，药剂科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,林琳华,遗传咨询科,3.0,遗传咨询科常见病、多发病诊治,主任医师，遗传咨询科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,葛茜,营养科,2.9,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。
深圳市人民医院,吴胜楠,重症监护室,3.3,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
香港大学深圳医院,关亚峰,耳鼻喉,3.3,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
香港大学深圳医院,许学兵,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
香港大学深圳医院,吴玲,免疫科,3.3,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
香港大学深圳医院,张丽君,普通内科,3.4,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
香港大学深圳医院,鲁刚,全科,3.3,全科常见病、多发病诊治,主任医师，全科专科，从事临床工作多年，具有丰富的临床经验。
香港大学深圳医院,褚晓凡,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
香港大学深圳医院,李勇杰,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
香港大学深圳医院,黄庆娟,消化内科,3.3,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
香港大学深圳医院,李海鹰,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
香港大学深圳医院,魏民新,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
香港大学深圳医院,张谦慎,新生儿科,3.4,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。
四川大学华西医院,周桥,病理科,3.7,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
四川大学华西医院,赵宇,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
四川大学华西医院,郑芸,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
四川大学华西医院,雷学忠,感染内科,3.7,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
四川大学华西医院,吕晓菊,感染内科,3.7,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
四川大学华西医院,唐红,感染内科,3.7,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
